User Query,Google Result,Negative,Neutral,Positive,Compound
"when was the last time this volcano erupted in new mexico
","['Aug 23, 2016 ... Capulin last erupted roughly 56,000 to 62,000 years ago. The volcano sits near the center of the Raton-Clayton field, a cluster of smaller...', 'May 4, 2022 ... Well known extinct volcanoes in New Mexico include Mount Taylor, the Jemez Mountains, the Albuquerque volcanoes, and Capulin volcano. Lava flows...', 'Will there be another eruption? The region remains tectonically active so continued volcanic eruptions separated by significant intervals (1000s of years)...', 'For more volcanoes in New Mexico, visit the links above. ... The petroglyphs were etched on lava flows that erupted from a classic fissure eruption.', 'Mar 10, 2022 ... Capulin Volcano is a cinder cone volcano that erupted into existence around 60,000 years ago. After its eruption ended, Capulin Volcano became...']",0.0,0.809,0.191,0.5423
"when was the last time this volcano erupted in new mexico
","['Aug 23, 2016 ... Capulin last erupted roughly 56,000 to 62,000 years ago. The volcano sits near the center of the Raton-Clayton field, a cluster of smaller...', 'May 4, 2022 ... Well known extinct volcanoes in New Mexico include Mount Taylor, the Jemez Mountains, the Albuquerque volcanoes, and Capulin volcano. Lava flows...', 'Will there be another eruption? The region remains tectonically active so continued volcanic eruptions separated by significant intervals (1000s of years)...', 'For more volcanoes in New Mexico, visit the links above. ... The petroglyphs were etched on lava flows that erupted from a classic fissure eruption.', 'Mar 10, 2022 ... Capulin Volcano is a cinder cone volcano that erupted into existence around 60,000 years ago. After its eruption ended, Capulin Volcano became...']",0.0,1.0,0.0,0.0
"when was the last time this volcano erupted in new mexico
","['Aug 23, 2016 ... Capulin last erupted roughly 56,000 to 62,000 years ago. The volcano sits near the center of the Raton-Clayton field, a cluster of smaller...', 'May 4, 2022 ... Well known extinct volcanoes in New Mexico include Mount Taylor, the Jemez Mountains, the Albuquerque volcanoes, and Capulin volcano. Lava flows...', 'Will there be another eruption? The region remains tectonically active so continued volcanic eruptions separated by significant intervals (1000s of years)...', 'For more volcanoes in New Mexico, visit the links above. ... The petroglyphs were etched on lava flows that erupted from a classic fissure eruption.', 'Mar 10, 2022 ... Capulin Volcano is a cinder cone volcano that erupted into existence around 60,000 years ago. After its eruption ended, Capulin Volcano became...']",0.0,1.0,0.0,0.0
"when was the last time volcano capulin
","['Aug 23, 2016 ... Capulin last erupted roughly 56,000 to 62,000 years ago. The volcano sits near the center of the Raton-Clayton field, a cluster of smaller...', 'Mar 10, 2022 ... After this dormant period, the most recent phase of eruptions in the volcanic field, know as the Capulin phase, began and lasted from around 1.7...', 'Capulin 1980 tde00005.jpg. Last erupted between 55,000 to 62,000 years ago.', 'Apr 20, 2020 ... Potential still exists for future eruptions from dormant volcanoes in the field today. Capulin Volcano, like many cinder cones, had only one...', 'Capulin is a classic cinder cone volcano. The eruption of Capulin, approximately 60,000 years ago, was one of the most recent eruptions.']",0.0,1.0,0.0,0.0
"when was the last time volcano capulin
","['Aug 23, 2016 ... Capulin last erupted roughly 56,000 to 62,000 years ago. The volcano sits near the center of the Raton-Clayton field, a cluster of smaller...', 'Mar 10, 2022 ... After this dormant period, the most recent phase of eruptions in the volcanic field, know as the Capulin phase, began and lasted from around 1.7...', 'Capulin 1980 tde00005.jpg. Last erupted between 55,000 to 62,000 years ago.', 'Apr 20, 2020 ... Potential still exists for future eruptions from dormant volcanoes in the field today. Capulin Volcano, like many cinder cones, had only one...', 'Capulin is a classic cinder cone volcano. The eruption of Capulin, approximately 60,000 years ago, was one of the most recent eruptions.']",0.0,1.0,0.0,0.0
"when was the last time volcano capulin
","['Aug 23, 2016 ... Capulin last erupted roughly 56,000 to 62,000 years ago. The volcano sits near the center of the Raton-Clayton field, a cluster of smaller...', 'Mar 10, 2022 ... After this dormant period, the most recent phase of eruptions in the volcanic field, know as the Capulin phase, began and lasted from around 1.7...', 'Capulin 1980 tde00005.jpg. Last erupted between 55,000 to 62,000 years ago.', 'Apr 20, 2020 ... Potential still exists for future eruptions from dormant volcanoes in the field today. Capulin Volcano, like many cinder cones, had only one...', 'Capulin is a classic cinder cone volcano. The eruption of Capulin, approximately 60,000 years ago, was one of the most recent eruptions.']",0.0,1.0,0.0,0.0
"when was the last time volcano capulin
","['Aug 23, 2016 ... Capulin last erupted roughly 56,000 to 62,000 years ago. The volcano sits near the center of the Raton-Clayton field, a cluster of smaller...', 'Mar 10, 2022 ... After this dormant period, the most recent phase of eruptions in the volcanic field, know as the Capulin phase, began and lasted from around 1.7...', 'Capulin 1980 tde00005.jpg. Last erupted between 55,000 to 62,000 years ago.', 'Apr 20, 2020 ... Potential still exists for future eruptions from dormant volcanoes in the field today. Capulin Volcano, like many cinder cones, had only one...', 'Capulin is a classic cinder cone volcano. The eruption of Capulin, approximately 60,000 years ago, was one of the most recent eruptions.']",0.0,0.909,0.091,0.3612
"when was the last time volcano capulin
","['Aug 23, 2016 ... Capulin last erupted roughly 56,000 to 62,000 years ago. The volcano sits near the center of the Raton-Clayton field, a cluster of smaller...', 'Mar 10, 2022 ... After this dormant period, the most recent phase of eruptions in the volcanic field, know as the Capulin phase, began and lasted from around 1.7...', 'Capulin 1980 tde00005.jpg. Last erupted between 55,000 to 62,000 years ago.', 'Apr 20, 2020 ... Potential still exists for future eruptions from dormant volcanoes in the field today. Capulin Volcano, like many cinder cones, had only one...', 'Capulin is a classic cinder cone volcano. The eruption of Capulin, approximately 60,000 years ago, was one of the most recent eruptions.']",0.0,1.0,0.0,0.0
"what is the country is the roosevelt campobello in 
","['Today Roosevelt Campobello International Park honors his memory and ... It is the only park in the world owned by the peoples of two countries and...', 'Both countries provide equal financial support to the park. It is an affiliated area of Parks Canada and of the U.S. National Park Service. According to the...', 'Feb 19, 2016 ... Roosevelt\'s ""Beloved Island"" Memorial. For many years, Franklin D. Roosevelt summered on Campobello Island. As an adult, he shared with his...', ""Roosevelt and the legacy of friendship between the two countries. At left, Eleanor Roosevelt's last visit to the Roosevelt Cottage, in 1962."", 'Roosevelt Campobello International Park is a treasure beloved by two countries. Not even a polio diagnosis during the summer of 1921 could keep Franklin...']",0.0,0.883,0.117,0.5106
"what is the country is the roosevelt campobello in 
","['Today Roosevelt Campobello International Park honors his memory and ... It is the only park in the world owned by the peoples of two countries and...', 'Both countries provide equal financial support to the park. It is an affiliated area of Parks Canada and of the U.S. National Park Service. According to the...', 'Feb 19, 2016 ... Roosevelt\'s ""Beloved Island"" Memorial. For many years, Franklin D. Roosevelt summered on Campobello Island. As an adult, he shared with his...', ""Roosevelt and the legacy of friendship between the two countries. At left, Eleanor Roosevelt's last visit to the Roosevelt Cottage, in 1962."", 'Roosevelt Campobello International Park is a treasure beloved by two countries. Not even a polio diagnosis during the summer of 1921 could keep Franklin...']",0.0,0.906,0.094,0.4019
"what is the country is the roosevelt campobello in 
","['Today Roosevelt Campobello International Park honors his memory and ... It is the only park in the world owned by the peoples of two countries and...', 'Both countries provide equal financial support to the park. It is an affiliated area of Parks Canada and of the U.S. National Park Service. According to the...', 'Feb 19, 2016 ... Roosevelt\'s ""Beloved Island"" Memorial. For many years, Franklin D. Roosevelt summered on Campobello Island. As an adult, he shared with his...', ""Roosevelt and the legacy of friendship between the two countries. At left, Eleanor Roosevelt's last visit to the Roosevelt Cottage, in 1962."", 'Roosevelt Campobello International Park is a treasure beloved by two countries. Not even a polio diagnosis during the summer of 1921 could keep Franklin...']",0.0,0.801,0.199,0.6908
"what is the country is the roosevelt campobello in 
","['Today Roosevelt Campobello International Park honors his memory and ... It is the only park in the world owned by the peoples of two countries and...', 'Both countries provide equal financial support to the park. It is an affiliated area of Parks Canada and of the U.S. National Park Service. According to the...', 'Feb 19, 2016 ... Roosevelt\'s ""Beloved Island"" Memorial. For many years, Franklin D. Roosevelt summered on Campobello Island. As an adult, he shared with his...', ""Roosevelt and the legacy of friendship between the two countries. At left, Eleanor Roosevelt's last visit to the Roosevelt Cottage, in 1962."", 'Roosevelt Campobello International Park is a treasure beloved by two countries. Not even a polio diagnosis during the summer of 1921 could keep Franklin...']",0.0,0.879,0.121,0.4404
"what is the country is the roosevelt campobello in 
","['Today Roosevelt Campobello International Park honors his memory and ... It is the only park in the world owned by the peoples of two countries and...', 'Both countries provide equal financial support to the park. It is an affiliated area of Parks Canada and of the U.S. National Park Service. According to the...', 'Feb 19, 2016 ... Roosevelt\'s ""Beloved Island"" Memorial. For many years, Franklin D. Roosevelt summered on Campobello Island. As an adult, he shared with his...', ""Roosevelt and the legacy of friendship between the two countries. At left, Eleanor Roosevelt's last visit to the Roosevelt Cottage, in 1962."", 'Roosevelt Campobello International Park is a treasure beloved by two countries. Not even a polio diagnosis during the summer of 1921 could keep Franklin...']",0.0,0.784,0.216,0.6705
"what is the two particular species exist in Florida
","['Sep 27, 2022 ... An invasive species is an organism that is not indigenous, or native, to a particular area. Invasive species can cause great economic and...', 'Many animal species provide a variety of benefits to people in Florida. ... In addition, knowledge about the economic value of particular species can inform...', 'Oct 28, 2022 ... A species range is an area where a particular species can be found ... Species with two or more ranges that do not connect with each other...', 'Which country is that? Everglades National Park. This national park, located in Florida, is the only place in the world where two particular species exist side...', 'Jan 9, 2023 ... Thirty-nine native Florida species that may occur in Everglades ... Two of these listed species, the Cape Sable seaside sparrow and the...']",0.0,0.859,0.141,0.6249
"what is the two particular species exist in Florida
","['Sep 27, 2022 ... An invasive species is an organism that is not indigenous, or native, to a particular area. Invasive species can cause great economic and...', 'Many animal species provide a variety of benefits to people in Florida. ... In addition, knowledge about the economic value of particular species can inform...', 'Oct 28, 2022 ... A species range is an area where a particular species can be found ... Species with two or more ranges that do not connect with each other...', 'Which country is that? Everglades National Park. This national park, located in Florida, is the only place in the world where two particular species exist side...', 'Jan 9, 2023 ... Thirty-nine native Florida species that may occur in Everglades ... Two of these listed species, the Cape Sable seaside sparrow and the...']",0.0,0.815,0.185,0.6124
"what is the two particular species exist in Florida
","['Sep 27, 2022 ... An invasive species is an organism that is not indigenous, or native, to a particular area. Invasive species can cause great economic and...', 'Many animal species provide a variety of benefits to people in Florida. ... In addition, knowledge about the economic value of particular species can inform...', 'Oct 28, 2022 ... A species range is an area where a particular species can be found ... Species with two or more ranges that do not connect with each other...', 'Which country is that? Everglades National Park. This national park, located in Florida, is the only place in the world where two particular species exist side...', 'Jan 9, 2023 ... Thirty-nine native Florida species that may occur in Everglades ... Two of these listed species, the Cape Sable seaside sparrow and the...']",0.0,1.0,0.0,0.0
"what is the two particular species exist in Florida
","['Sep 27, 2022 ... An invasive species is an organism that is not indigenous, or native, to a particular area. Invasive species can cause great economic and...', 'Many animal species provide a variety of benefits to people in Florida. ... In addition, knowledge about the economic value of particular species can inform...', 'Oct 28, 2022 ... A species range is an area where a particular species can be found ... Species with two or more ranges that do not connect with each other...', 'Which country is that? Everglades National Park. This national park, located in Florida, is the only place in the world where two particular species exist side...', 'Jan 9, 2023 ... Thirty-nine native Florida species that may occur in Everglades ... Two of these listed species, the Cape Sable seaside sparrow and the...']",0.0,1.0,0.0,0.0
"what is the two particular species exist in Florida
","['Sep 27, 2022 ... An invasive species is an organism that is not indigenous, or native, to a particular area. Invasive species can cause great economic and...', 'Many animal species provide a variety of benefits to people in Florida. ... In addition, knowledge about the economic value of particular species can inform...', 'Oct 28, 2022 ... A species range is an area where a particular species can be found ... Species with two or more ranges that do not connect with each other...', 'Which country is that? Everglades National Park. This national park, located in Florida, is the only place in the world where two particular species exist side...', 'Jan 9, 2023 ... Thirty-nine native Florida species that may occur in Everglades ... Two of these listed species, the Cape Sable seaside sparrow and the...']",0.0,1.0,0.0,0.0
"how many students did gone to a all white school in Arkansas
","['Jan 29, 2010 ... The Little Rock Nine were a group of nine Black students who enrolled at formerly all-white Central High School in Little Rock, Arkansas,...', 'Little Rock Nine, group of African American high-school students who challenged ... at Little Rock Central High School, which until then had been all white.', 'The Little Rock Nine were a group of nine African American students enrolled in Little Rock Central High School in 1957. Their enrollment was followed by...', 'Nov 24, 2009 ... Nine Black students enter all-white Central High School in Little Rock, Arkansas on September 25, 1957, after a federal court ordered racial...', 'The Board of Education, of all that was in store for our nation in the years to ... jeered, and threatened by many of the white students as they took small...']",0.0,1.0,0.0,0.0
"how many students did gone to a all white school in Arkansas
","['Jan 29, 2010 ... The Little Rock Nine were a group of nine Black students who enrolled at formerly all-white Central High School in Little Rock, Arkansas,...', 'Little Rock Nine, group of African American high-school students who challenged ... at Little Rock Central High School, which until then had been all white.', 'The Little Rock Nine were a group of nine African American students enrolled in Little Rock Central High School in 1957. Their enrollment was followed by...', 'Nov 24, 2009 ... Nine Black students enter all-white Central High School in Little Rock, Arkansas on September 25, 1957, after a federal court ordered racial...', 'The Board of Education, of all that was in store for our nation in the years to ... jeered, and threatened by many of the white students as they took small...']",0.055,0.945,0.0,-0.1027
"how many students did gone to a all white school in Arkansas
","['Jan 29, 2010 ... The Little Rock Nine were a group of nine Black students who enrolled at formerly all-white Central High School in Little Rock, Arkansas,...', 'Little Rock Nine, group of African American high-school students who challenged ... at Little Rock Central High School, which until then had been all white.', 'The Little Rock Nine were a group of nine African American students enrolled in Little Rock Central High School in 1957. Their enrollment was followed by...', 'Nov 24, 2009 ... Nine Black students enter all-white Central High School in Little Rock, Arkansas on September 25, 1957, after a federal court ordered racial...', 'The Board of Education, of all that was in store for our nation in the years to ... jeered, and threatened by many of the white students as they took small...']",0.0,1.0,0.0,0.0
"how many students did gone to a all white school in Arkansas
","['Jan 29, 2010 ... The Little Rock Nine were a group of nine Black students who enrolled at formerly all-white Central High School in Little Rock, Arkansas,...', 'Little Rock Nine, group of African American high-school students who challenged ... at Little Rock Central High School, which until then had been all white.', 'The Little Rock Nine were a group of nine African American students enrolled in Little Rock Central High School in 1957. Their enrollment was followed by...', 'Nov 24, 2009 ... Nine Black students enter all-white Central High School in Little Rock, Arkansas on September 25, 1957, after a federal court ordered racial...', 'The Board of Education, of all that was in store for our nation in the years to ... jeered, and threatened by many of the white students as they took small...']",0.0,1.0,0.0,0.0
"how many students did gone to a all white school in Arkansas
","['Jan 29, 2010 ... The Little Rock Nine were a group of nine Black students who enrolled at formerly all-white Central High School in Little Rock, Arkansas,...', 'Little Rock Nine, group of African American high-school students who challenged ... at Little Rock Central High School, which until then had been all white.', 'The Little Rock Nine were a group of nine African American students enrolled in Little Rock Central High School in 1957. Their enrollment was followed by...', 'Nov 24, 2009 ... Nine Black students enter all-white Central High School in Little Rock, Arkansas on September 25, 1957, after a federal court ordered racial...', 'The Board of Education, of all that was in store for our nation in the years to ... jeered, and threatened by many of the white students as they took small...']",0.091,0.909,0.0,-0.4588
"how many students did gone to a all white school in Arkansas in 1957
","['Jan 29, 2010 ... Their attendance at the school was a test of Brown v. ... formerly all-white Central High School in Little Rock, Arkansas, in September 1957...', 'The Little Rock Nine were a group of nine African American students enrolled in Little Rock Central High School in 1957. Their enrollment was followed by...', 'Nov 24, 2009 ... Nine Black students enter all-white Central High School in Little Rock, Arkansas on September 25, 1957, after a federal court ordered racial...', ""During the summer of 1957, the Little Rock Nine enrolled at Little Rock Central High School, which until then had been all white. The students' effort to..."", 'Feb 1, 2023 ... Little Rock Central High School National Historic Site preserves and ... the all-white Central High School in Little Rock, Arkansas, 1957.']",0.0,1.0,0.0,0.0
"how many students did gone to a all white school in Arkansas in 1957
","['Jan 29, 2010 ... Their attendance at the school was a test of Brown v. ... formerly all-white Central High School in Little Rock, Arkansas, in September 1957...', 'The Little Rock Nine were a group of nine African American students enrolled in Little Rock Central High School in 1957. Their enrollment was followed by...', 'Nov 24, 2009 ... Nine Black students enter all-white Central High School in Little Rock, Arkansas on September 25, 1957, after a federal court ordered racial...', ""During the summer of 1957, the Little Rock Nine enrolled at Little Rock Central High School, which until then had been all white. The students' effort to..."", 'Feb 1, 2023 ... Little Rock Central High School National Historic Site preserves and ... the all-white Central High School in Little Rock, Arkansas, 1957.']",0.0,1.0,0.0,0.0
"how many students did gone to a all white school in Arkansas in 1957
","['Jan 29, 2010 ... Their attendance at the school was a test of Brown v. ... formerly all-white Central High School in Little Rock, Arkansas, in September 1957...', 'The Little Rock Nine were a group of nine African American students enrolled in Little Rock Central High School in 1957. Their enrollment was followed by...', 'Nov 24, 2009 ... Nine Black students enter all-white Central High School in Little Rock, Arkansas on September 25, 1957, after a federal court ordered racial...', ""During the summer of 1957, the Little Rock Nine enrolled at Little Rock Central High School, which until then had been all white. The students' effort to..."", 'Feb 1, 2023 ... Little Rock Central High School National Historic Site preserves and ... the all-white Central High School in Little Rock, Arkansas, 1957.']",0.0,1.0,0.0,0.0
"how many students did gone to a all white school in Arkansas in 1957
","['Jan 29, 2010 ... Their attendance at the school was a test of Brown v. ... formerly all-white Central High School in Little Rock, Arkansas, in September 1957...', 'The Little Rock Nine were a group of nine African American students enrolled in Little Rock Central High School in 1957. Their enrollment was followed by...', 'Nov 24, 2009 ... Nine Black students enter all-white Central High School in Little Rock, Arkansas on September 25, 1957, after a federal court ordered racial...', ""During the summer of 1957, the Little Rock Nine enrolled at Little Rock Central High School, which until then had been all white. The students' effort to..."", 'Feb 1, 2023 ... Little Rock Central High School National Historic Site preserves and ... the all-white Central High School in Little Rock, Arkansas, 1957.']",0.0,1.0,0.0,0.0
"how many students did gone to a all white school in Arkansas in 1957
","['Jan 29, 2010 ... Their attendance at the school was a test of Brown v. ... formerly all-white Central High School in Little Rock, Arkansas, in September 1957...', 'The Little Rock Nine were a group of nine African American students enrolled in Little Rock Central High School in 1957. Their enrollment was followed by...', 'Nov 24, 2009 ... Nine Black students enter all-white Central High School in Little Rock, Arkansas on September 25, 1957, after a federal court ordered racial...', ""During the summer of 1957, the Little Rock Nine enrolled at Little Rock Central High School, which until then had been all white. The students' effort to..."", 'Feb 1, 2023 ... Little Rock Central High School National Historic Site preserves and ... the all-white Central High School in Little Rock, Arkansas, 1957.']",0.0,1.0,0.0,0.0
"organ pipe cactus national monument 
","['Dec 19, 2022 ... The sights and sounds of Organ Pipe Cactus National Monument, an International Biosphere Reserve, reveal a thriving community of plants and...', 'Organ Pipe Cactus National Monument is a U.S. national monument and UNESCO biosphere reserve located in extreme southern Arizona that shares a border with...', 'Dec 19, 2022 ... Water is not available and fires are not permitted. Camping permits are $16.00 per night. Holders of the Senior or Access Pass receive a 50%...', 'Roosevelt established Organ Pipe Cactus National Monument, an area spanning more than 330,000 acres of the Sonoran Desert in southwestern Arizona. Home to over...', 'Dec 19, 2022 ... This 330,000 acre monument was set aside in 1937 to preserve a pristine example of Sonoran Desert. Organ Pipe Cactus National Monument...']",0.0,1.0,0.0,0.0
"organ pipe cactus national monument 
","['Dec 19, 2022 ... The sights and sounds of Organ Pipe Cactus National Monument, an International Biosphere Reserve, reveal a thriving community of plants and...', 'Organ Pipe Cactus National Monument is a U.S. national monument and UNESCO biosphere reserve located in extreme southern Arizona that shares a border with...', 'Dec 19, 2022 ... Water is not available and fires are not permitted. Camping permits are $16.00 per night. Holders of the Senior or Access Pass receive a 50%...', 'Roosevelt established Organ Pipe Cactus National Monument, an area spanning more than 330,000 acres of the Sonoran Desert in southwestern Arizona. Home to over...', 'Dec 19, 2022 ... This 330,000 acre monument was set aside in 1937 to preserve a pristine example of Sonoran Desert. Organ Pipe Cactus National Monument...']",0.0,0.905,0.095,0.296
"organ pipe cactus national monument 
","['Dec 19, 2022 ... The sights and sounds of Organ Pipe Cactus National Monument, an International Biosphere Reserve, reveal a thriving community of plants and...', 'Organ Pipe Cactus National Monument is a U.S. national monument and UNESCO biosphere reserve located in extreme southern Arizona that shares a border with...', 'Dec 19, 2022 ... Water is not available and fires are not permitted. Camping permits are $16.00 per night. Holders of the Senior or Access Pass receive a 50%...', 'Roosevelt established Organ Pipe Cactus National Monument, an area spanning more than 330,000 acres of the Sonoran Desert in southwestern Arizona. Home to over...', 'Dec 19, 2022 ... This 330,000 acre monument was set aside in 1937 to preserve a pristine example of Sonoran Desert. Organ Pipe Cactus National Monument...']",0.0,1.0,0.0,0.0
"organ pipe cactus national monument 
","['Dec 19, 2022 ... The sights and sounds of Organ Pipe Cactus National Monument, an International Biosphere Reserve, reveal a thriving community of plants and...', 'Organ Pipe Cactus National Monument is a U.S. national monument and UNESCO biosphere reserve located in extreme southern Arizona that shares a border with...', 'Dec 19, 2022 ... Water is not available and fires are not permitted. Camping permits are $16.00 per night. Holders of the Senior or Access Pass receive a 50%...', 'Roosevelt established Organ Pipe Cactus National Monument, an area spanning more than 330,000 acres of the Sonoran Desert in southwestern Arizona. Home to over...', 'Dec 19, 2022 ... This 330,000 acre monument was set aside in 1937 to preserve a pristine example of Sonoran Desert. Organ Pipe Cactus National Monument...']",0.0,1.0,0.0,0.0
"organ pipe cactus national monument 
","['Dec 19, 2022 ... The sights and sounds of Organ Pipe Cactus National Monument, an International Biosphere Reserve, reveal a thriving community of plants and...', 'Organ Pipe Cactus National Monument is a U.S. national monument and UNESCO biosphere reserve located in extreme southern Arizona that shares a border with...', 'Dec 19, 2022 ... Water is not available and fires are not permitted. Camping permits are $16.00 per night. Holders of the Senior or Access Pass receive a 50%...', 'Roosevelt established Organ Pipe Cactus National Monument, an area spanning more than 330,000 acres of the Sonoran Desert in southwestern Arizona. Home to over...', 'Dec 19, 2022 ... This 330,000 acre monument was set aside in 1937 to preserve a pristine example of Sonoran Desert. Organ Pipe Cactus National Monument...']",0.0,1.0,0.0,0.0
"what arizona desert is  organ pipe cactus national monument in?
","['Dec 19, 2022 ... Human stories echo throughout the Sonoran Desert, chronicling thousands of years of desert living. A wilderness hike, a scenic drive, or a night...', 'Organ Pipe Cactus National Monument is a U.S. national monument and UNESCO biosphere reserve located in extreme southern Arizona that shares a border with...', 'Dec 19, 2022 ... The nearest town with a grocery store is Ajo, Arizona, located 45 minutes, 33 miles north of the monument on Arizona Highway 85. It is located 2...', 'Roosevelt established Organ Pipe Cactus National Monument, an area spanning more than 330,000 acres of the Sonoran Desert in southwestern Arizona. Home to over...', 'Dec 19, 2022 ... Arizona highway 85 is the main entrance into the monument. The highway and the road into the campground are the only paved roads in the monument...']",0.0,1.0,0.0,0.0
"what arizona desert is  organ pipe cactus national monument in?
","['Dec 19, 2022 ... Human stories echo throughout the Sonoran Desert, chronicling thousands of years of desert living. A wilderness hike, a scenic drive, or a night...', 'Organ Pipe Cactus National Monument is a U.S. national monument and UNESCO biosphere reserve located in extreme southern Arizona that shares a border with...', 'Dec 19, 2022 ... The nearest town with a grocery store is Ajo, Arizona, located 45 minutes, 33 miles north of the monument on Arizona Highway 85. It is located 2...', 'Roosevelt established Organ Pipe Cactus National Monument, an area spanning more than 330,000 acres of the Sonoran Desert in southwestern Arizona. Home to over...', 'Dec 19, 2022 ... Arizona highway 85 is the main entrance into the monument. The highway and the road into the campground are the only paved roads in the monument...']",0.0,0.905,0.095,0.296
"what arizona desert is  organ pipe cactus national monument in?
","['Dec 19, 2022 ... Human stories echo throughout the Sonoran Desert, chronicling thousands of years of desert living. A wilderness hike, a scenic drive, or a night...', 'Organ Pipe Cactus National Monument is a U.S. national monument and UNESCO biosphere reserve located in extreme southern Arizona that shares a border with...', 'Dec 19, 2022 ... The nearest town with a grocery store is Ajo, Arizona, located 45 minutes, 33 miles north of the monument on Arizona Highway 85. It is located 2...', 'Roosevelt established Organ Pipe Cactus National Monument, an area spanning more than 330,000 acres of the Sonoran Desert in southwestern Arizona. Home to over...', 'Dec 19, 2022 ... Arizona highway 85 is the main entrance into the monument. The highway and the road into the campground are the only paved roads in the monument...']",0.0,1.0,0.0,0.0
"what arizona desert is  organ pipe cactus national monument in?
","['Dec 19, 2022 ... Human stories echo throughout the Sonoran Desert, chronicling thousands of years of desert living. A wilderness hike, a scenic drive, or a night...', 'Organ Pipe Cactus National Monument is a U.S. national monument and UNESCO biosphere reserve located in extreme southern Arizona that shares a border with...', 'Dec 19, 2022 ... The nearest town with a grocery store is Ajo, Arizona, located 45 minutes, 33 miles north of the monument on Arizona Highway 85. It is located 2...', 'Roosevelt established Organ Pipe Cactus National Monument, an area spanning more than 330,000 acres of the Sonoran Desert in southwestern Arizona. Home to over...', 'Dec 19, 2022 ... Arizona highway 85 is the main entrance into the monument. The highway and the road into the campground are the only paved roads in the monument...']",0.0,1.0,0.0,0.0
"what arizona desert is  organ pipe cactus national monument in?
","['Dec 19, 2022 ... Human stories echo throughout the Sonoran Desert, chronicling thousands of years of desert living. A wilderness hike, a scenic drive, or a night...', 'Organ Pipe Cactus National Monument is a U.S. national monument and UNESCO biosphere reserve located in extreme southern Arizona that shares a border with...', 'Dec 19, 2022 ... The nearest town with a grocery store is Ajo, Arizona, located 45 minutes, 33 miles north of the monument on Arizona Highway 85. It is located 2...', 'Roosevelt established Organ Pipe Cactus National Monument, an area spanning more than 330,000 acres of the Sonoran Desert in southwestern Arizona. Home to over...', 'Dec 19, 2022 ... Arizona highway 85 is the main entrance into the monument. The highway and the road into the campground are the only paved roads in the monument...']",0.0,1.0,0.0,0.0
"arizona desert with organ pipe cactus national monument
","['Dec 19, 2022 ... Human stories echo throughout the Sonoran Desert, chronicling thousands of years of desert living. A wilderness hike, a scenic drive, or a night...', 'Organ Pipe Cactus National Monument is a U.S. national monument and UNESCO biosphere reserve located in extreme southern Arizona that shares a border with...', 'Dec 19, 2022 ... Arizona highway 85 is the main entrance into the monument. The highway and the road into the campground are the only paved roads in the monument...', 'Roosevelt established Organ Pipe Cactus National Monument, an area spanning more than 330,000 acres of the Sonoran Desert in southwestern Arizona. Home to over...', ""Dec 19, 2022 ... Explore the desert wilderness hiking through hidden washes, adventuring off on a scenic drive, or relaxing and the monument's campgrounds. Learn...""]",0.0,1.0,0.0,0.0
"arizona desert with organ pipe cactus national monument
","['Dec 19, 2022 ... Human stories echo throughout the Sonoran Desert, chronicling thousands of years of desert living. A wilderness hike, a scenic drive, or a night...', 'Organ Pipe Cactus National Monument is a U.S. national monument and UNESCO biosphere reserve located in extreme southern Arizona that shares a border with...', 'Dec 19, 2022 ... Arizona highway 85 is the main entrance into the monument. The highway and the road into the campground are the only paved roads in the monument...', 'Roosevelt established Organ Pipe Cactus National Monument, an area spanning more than 330,000 acres of the Sonoran Desert in southwestern Arizona. Home to over...', ""Dec 19, 2022 ... Explore the desert wilderness hiking through hidden washes, adventuring off on a scenic drive, or relaxing and the monument's campgrounds. Learn...""]",0.0,0.905,0.095,0.296
"arizona desert with organ pipe cactus national monument
","['Dec 19, 2022 ... Human stories echo throughout the Sonoran Desert, chronicling thousands of years of desert living. A wilderness hike, a scenic drive, or a night...', 'Organ Pipe Cactus National Monument is a U.S. national monument and UNESCO biosphere reserve located in extreme southern Arizona that shares a border with...', 'Dec 19, 2022 ... Arizona highway 85 is the main entrance into the monument. The highway and the road into the campground are the only paved roads in the monument...', 'Roosevelt established Organ Pipe Cactus National Monument, an area spanning more than 330,000 acres of the Sonoran Desert in southwestern Arizona. Home to over...', ""Dec 19, 2022 ... Explore the desert wilderness hiking through hidden washes, adventuring off on a scenic drive, or relaxing and the monument's campgrounds. Learn...""]",0.0,1.0,0.0,0.0
"arizona desert with organ pipe cactus national monument
","['Dec 19, 2022 ... Human stories echo throughout the Sonoran Desert, chronicling thousands of years of desert living. A wilderness hike, a scenic drive, or a night...', 'Organ Pipe Cactus National Monument is a U.S. national monument and UNESCO biosphere reserve located in extreme southern Arizona that shares a border with...', 'Dec 19, 2022 ... Arizona highway 85 is the main entrance into the monument. The highway and the road into the campground are the only paved roads in the monument...', 'Roosevelt established Organ Pipe Cactus National Monument, an area spanning more than 330,000 acres of the Sonoran Desert in southwestern Arizona. Home to over...', ""Dec 19, 2022 ... Explore the desert wilderness hiking through hidden washes, adventuring off on a scenic drive, or relaxing and the monument's campgrounds. Learn...""]",0.0,1.0,0.0,0.0
